Tweet;Classificacao
Lá vem a Pati que não conhece a palavra empatia Riquinha nojenta asquerosa;sim
falsa cobrinha nojenta falsa magrela q grita finge q me ama mais vai mariana to esperando;sim
perdão n te chamo pelo seu nome mais KKKKKKKK n quero mais q ele me desbloqueie espero q morra de fome esse gordo nojento;sim
Eu tbm to surtado com aquele gordo vagabundo nojento merda ridículo;sim
Pra acabar com a sua raça suja eu topo tudo vadia só o tanto que vc me percegue me fez te odiar muito sua puta maldita eu vou te perceguir pra sempre sua cadela imunda suja odiosa;sim
você encheu sua propria paciencia vadia n sabe brincar não desce pro play descompensada;sim
Rá vadia eai sua puta ta mais do que na hora de tu me deixar arrombar esse seu cuzinho de putinha né vai vai rebola pra mim gostosa rebola na minha pika sua puta sua cadelinha me chama de seu dono e senta na minha rola como se não houvesse amanhã PhiloBot;sim
Esse é o tipo de pessoa que eu realmente n tenho empatia NENHUMA riquinha nojenta httpstcoJuRAOy6uGI;sim
É a primeira vez que eu vejo um macaco judeu;sim
esse fdp desse velho gordo nojento estuprador do caralho;sim
inbecil nojenta feia magrela que grita;sim
lixo leva e traz de merda fofoqueiro do caralho x9 de bosta gordo nojento fã de rock nacional;sim
Só me dás razão favelado Dizes mentiras que o atlético das favelas compra o Benfica Isto não é uma provocação Nunca saias da favela Estás bem é aí animal;sim
Não tem perfil pra nada esse gordo nojento;sim
seu gordo fudido Nossa equipe está trabalhando para te oferecer todas as alternativas possíveis para gerenciar s…;sim
FEIO É SEU CU SUA VADIA;sim
 sim hoje vou expor você e todas as merdas que você já fez;sim
Esse VAGABUNDO VENDIDO do PC Almeida não tem um mínimo de vergonha na cara PORCO NOJENTO GORDO PUXA SACO de 7 mil reais V…;sim
ESperneia filho da puta cruza de puta mane vadia com pirata mané ladrão filha da puta que eu quero ver uma porra covarde ladrão invasor assassino xenófobo vaganunda mau caráter canalha psicopata inimigo filho da puta como tu mandar em mim sua porra da xenofobia;sim
MINHA mulher sua vadia sem clítoris;sim
nao eh voce sua vadia baixa;sim
tirou essa info da onde do cu é sua vadia repulsiva tomou cha da tarde com  ele vai toma jo teu cu;sim
carolina eu te odeio morre;sim
sério meu deus q vontade de arrebentar essa magrela nojenta desgraçada;sim
é difícil Nunca apanhou na vida parece que nunca errou escrota Não teve uma criação boa e hoje reflete nesse teu pensamento orgulhoso comparável ao de um macaco Aprende a viver insana tua opinião é tua até invadir o espaço de outra;sim
temos aqui uma discrepância na frase deste macaco falante do sexo feminino;sim
AI QUE ÓDIO VEY VONTADE DE MATAR ESSE VIADO;sim
Tu é feio pra crl seu gordo safado;sim
mas ja kksksksk se eu fosse esse senhor tinha metido o processo no cu do viado sem noção;sim
Maldito viado;sim
na moral tinha que da um pau nesse gordo maldito nojento;sim
invejoso nojento olho gordo infeliz desgraçado mediocre;sim
feeling baleia enorme gordo nojento;sim
Eu queria socar a cara de velho gordo nojento fdp;sim
VAI TOMAE NO CU LEYICIA ME SEGUE LOGO SUA VADIA;sim
Um macaco faz amizade com o outro;sim
A foto de perfil dele deve refleti a personalidadeum gordo nojento e escroto que compra briga pra perde;sim
 qq caralhos esse desenho fala nuncavi esa pora so vi macaco usando foto dessa merdakj;sim
galinha desmiolada KKKKKKKKKK vc é "INNDIOTA FEIA NOJENTA IMBECIL MAGRELA QUE GRITA" apaga lá logo;sim
Te mando as clipada o gordo nojento;sim
A LAGARTIXA LAGARTIXA SUA PUTA TQ ME CHAMANO DE LAGARTIXA É VADIA;sim
voce fala tanto em se matar e mo final nao se mata por que vadia ninguem ira sentir sua falta — Se sentindo o xerife;sim
tinha q ser uma riquinha nojenta ai ai;sim
GORDO NOJENTO PARECE UM TOCO LIXO COMUNISTA;sim
então vai toma no seu cu simsua vadia branca preveligiada ;sim
mano sua vadia te odeio falsa;sim
filha da puta mau carater do caralho eu te odeio tanto seu monte de merda tu vai queima no inferno;sim
gordo maldito kkkkk;sim
eu menina bbk transfobica e riquinha nojenta vai capinar um quintal vadia;sim
quem é Marquinhos KKKKKKK maluco não joga porra nenhuma parece uma porca de tão gordo e ainda joga no patético mineiro Outra pra ver se a mídia lembra dele tá sempre falando do Cruzeiro;sim
Eh certo unfollow nojento do krlh nn gosta de estria k k k;sim
ta calado ne gordo nojento o povo tem jogar vc na lata do lixo q e teu lugar bolo do gordura;sim
Porco gordo nojento;sim
AME A SUA FILHA SUA CADELA É ELA QUEM ESPERA POR VOCÊ TODAS AS NOITES NÃO ESSA VADIA FALSA;sim
Essse gordo nojento não presta;sim
PUTA QUE UM CARALHO BOTARAM O FUDIDO DO MEU TIO PRO MEU QUARTO PRA OUTROS PARENTES FUDIDOS FICAREM NO Q ELE TAVA SEM CONDIÇÕES ALEM DELE SER UM PUTA GORDO NOJENTO Q TRAI A MULHER AINDA SE ACHA TEM Q METER A POHADA NUM GAY DESSES PRA ELE VER QUEM É Q VAI CUIDAR DELE NUM LEITO;sim
Tem que mandar esse gordo filho da puta tomar bem no meio do cu dele vagabundo  ordinário cachorro cafajeste puta de STF Chega de ultrages Se enxerga seu gordo  ridículo nojento porco filho do demônio respeita seu presidente;sim
parabens giovanna garota magrela do oitavo ano que me chamava de gorda e torta gracas a voce tive dismorfia e crises de ansiedade na sala de aula espero que vc morra sua palito desgraçada nojenta;sim
bear feia chata burra enjoada trouxa ciumenta barraqueira nojenta metida doida baixa alta magrela idiota;sim
 Tinha que ser a nojenta da passa pano da ladyfontenelle Seu tombo riquinha mimada será o mais bonito de ver;sim
vc ta vendo o que vc perdeu vendendo o navas espero que esteja arrependida sua vadia burra;sim
 vadia nada sua vaca;sim
Sim o Neymar só é o brasileiro mais conhecido no mundo por causa da minuscula da bruna magrela KKKKKKKKKKK;sim
Poha vao se fude krl alemaozada do krl q poha de bayern é meu ovo vamo ney broca 3 nesses nwzista viado desgraça;sim
adolfo desgraçado só sai merda da boca dele não sei como esse gordo nojento ganha dinheiro fazendo lives e quando perde no joguinho vai no INSTAGRAM do maluco que ganhou dele pra xingar ele e a FAMÍLIA do maluco;sim
Favelado esquerdalha;sim
esse Viana me valeu o voto só dele ter sido o único senador mineiro que votou a favor da MP de armas do Bolso ano passado Os demais que o Fidel os carregue principalmente o leitão explodindo de gordura com salário gordo pago pelo escravo pagador de impostos;sim
Sua vagabunda boqueteira para de passar pano pra este porco gordo nojento sua piranha Guga não joga nem em campo de várzea;sim
Minha missão na vida e achar a conta daquela desgraça e derruba ela vai cansar de fazer conta aqui  Bullying você fala mau dos meus meninos e foi bullying  Sua mentirosa deslavada  Meus meninos nunca vão acredita em você vadia mal amada  Que ódio ;sim
Ele bem q poderia da porrada na sua boca gordo malandro;sim
vou expor você na internet;sim
Menina riquinha mimada nojenta;sim
Não deves conseguir mexer muito a cabeça com o peso desse teu olho gordo;sim
cala a boca gordo maldito;sim
Filho da puta burro nojento corno safado desgraçado filho de uma requenguela mal criada gordo obeso nojento viado lixo babaca esquizofrênico nojento doente arrombado corno filho da puta de uma figa salafrario asqueroso seboso mizervi filho da puta arrombado cabeça de ratonojento;sim
Sapo gordo nojento queremos ver vc na cadeia;sim
MACACO E PORCO FORAM MLHRS;sim
Ó o macaco falante aí KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;sim
calada cadel vou expor seu ponto de prost1tu1çã0 onde você pegou essa candidiase incurável;sim
eu vou expor você eu bein;sim
nem por isso tu tem que ser abusivo vou escrever uma musica sobre você e te expor;sim
Vou expor meu soco descendo em você;sim
Para de me fazer passar vergonha É isso que você tem a me oferecer Se sim vou te expor;sim
ALESSANDRA É POR ISSO Q EU TE ODEIO;sim
EU TE ODEIO QUE SACO;sim
Te odeio tanto vc nem tem noção;sim
pprt mo viado todo bicha;sim
gay baitola tchola viado bichinha;sim
Seu viado;sim
Aí gata desculpa mas eu não dou esse Ibope todo pra magrela não não me importa se vc é braka ou pretahvc é magrela;sim
MAGRELA PEITUDA DESGRAÇADA SÓ QUERO DORMIR NOS SEUS PEITOS POR UM MÊS INTEIRO MALDITA;sim
cala a boca sua mãe é uma vadia;sim
não te comi ainda p saber sua vadia;sim
vadia puta vagabunda carona feia escrota louca maluca otaku baba ovo de nerd pirada sádica masoquista sem braço sem mãe pai sem pai horrível tomara que você morra SUA FUDIDA;sim
ISADORA SUA VADIA FILHA DUMA PUTA ME DAR UMA MAMADA TU NÃO QUER;sim
Por que tem gente q tira foto bem perto da câmera pra mostrar essa papada de velho e essa cara inchada de cachaça É muito horrível seu fdp sua vadia seu marginalzinho;sim
meu deus que mulher insuportavel eu nao te aguento mais cara trabalha com cara de cu o dia todo quem te suporta sua vadia infeliz em me fala;sim
BATATA VÁ TOMAR NO CU SEU FILHA DA PUTA VAI SE FUDER VAI PRA CASA DO CARALHO HEIN EU TE CONHEÇO NESSA PORRA EU SEI ONDE TU MORA NESSA PORRA TU JÁ ME FALOU TUDO NESSA PORRA SUA VADIA PUTA CHATA DESGRAÇADA ESQUISITA ESQUIZOFRÊNICA ALOPRADA ATROPELADA CUZÃO ARROMBADA SAFADA;sim
velha mentirosa o que vc não faz pra chegar ao poder sua vadia;sim
Cala boca puta vadia sua cachorra parece o snop dog;sim
Vadia ia adorar por vc no centro da minha sala para meus amigos e eu abusar de vc sua vadia;sim
gabriella apague já esse seu passado obscuro to mandando sua puta apaga agr vadia burra;sim
Cala boca vadia olha sua cara de prostituta;sim
ANABEL EU TE ODEIO SUA RIDICULA DO KCT;sim
NOSSA CIBELE EU TE ODEIO TANTO SUA ESQUIZO DO KRL;sim
Japonês viado;sim
Gordo puto;sim
vou expor que você se passa por mulher;sim
eu que vou expor você;sim
vou expor que você usa gíria de outros estados sua sulista de merd3;sim
Você vai ser o primeiro q vou expor;sim
vou expor voce to esperando o meu video do furacao quero ver voce morrendo;sim
você tá só afronte hoje né já não basta IGNORAR meu pedido de namoro e agota você tá criticando UMA GRÁVIDA vou te expor;sim
Q gordo nojento slk;sim
Vsf seu gordo nojento;sim
expondo um macho homofóbico aq jogou hate na ArianaGrande disse q sao músicas de viado e falou mal de kpop no geral  o instagram é esse mandem msg no dd e vamos colocar o rato no lugar dele ffbrunozin BTS_Dynamite blackpink ArianaGrande kpopfanchant LGBT;sim
sidcley nojento gordo bacon imbecil idiota filho da puta animal incapaz sitiante aleijado vesgo torto poço de merda;sim
tu eh mo favelado ;sim
O sua burra do caralho ele tá zuando vc é um macaco pra não percebe isso;sim
eu não to acreditando só to explicando seu macaco;sim
Chatíssima essa magrela comunista;sim
se você não participar vou te expor vadia;sim
vou expor suas conversas comigo pra ver se você não vai ser cancelado falta só colocar dread pra apropriação fica completa;sim
Vou começar a expor você viu;sim
quem não presta é você KKKKKK vou te expor;sim
moss vsf sua vagabunda te odeio;sim
VSF VÉI TE ODEIO;sim
Fica me expondo essa puta;sim
Corta do próprio salário gordo então populista nojento;sim
Gordo nojento slc;sim
Esse Léo Pereira é uma tiriça carioca favelado;sim
Não você é um simples macaco msm;sim
O corno macaco do samuel;sim
EU AVISEI KKKKKKKKKKKK GORDO NOJENTO;sim
em pleno setembro amarelo vocês comparando o gecossexual a um saco cururu pelo amor de deus galera ele pode ser tudo feio gordo irracional fedido e nojento mas ofender o coitado do sapo com uma carniça dessas já é demais por favor tenha empatia com o a nossa fauna;sim
Meu filho eu não te devo satisfação não sai louco viado;sim
Eu amo ela é  mt lendária se n fosse a cadela feia da fernanda lacerda e do cara de macaco do caique aguiar ela tinha vencido NADJA NO HOJE EM DIA;sim
Você esquerdista burro que acha que ela ta se preocupando com pobre ela que fazer o dela e ta cagando pra favelado reclamando;sim
vsfd man o cara nem me segue e curte essas coisas mds macaco Racho o bico com as coisas que tu fala e com a sua opinião sobre as garotas de Gatari foda demais mds;sim
mds sim e ela respondendo pro brasileiro que se morasse longe como nós era só comprar passagem e ir no show da miley pqp que ódio riquinha nojenta;sim
EU NAO SUPORTO MAIS ESSE ARROMBADO;sim
Nao sou tu arrombado;sim
fiquei mermoesses arrombado que não entende piada de humor negro pelo amor de Deus;sim
segui em follow trick esse baitola;sim
Vá se fuder Baitola;sim
esqueci o quanto era estressante esperar pedro se arrumar pra sair com ele que baitola pra demorar do caralho;sim
Que tu e otaria e baitola;sim
 tu acha q eu tenho memória seu baitola;sim
N adianta essa baitola so funciona com psicologia reversa pqp;sim
bundao brancao chupa cu de pm;sim
R 115 mil em média durante 11 anos para funcionário fazer entrega de panfletos  batata frita rachadinha bundão é enganado quem quer;sim
Um bundão cercado de puxa sacos uma imagem horrível pra ser vista numa sexta a noite;sim
Bonito quer dizer que a gente produz energia pra metade dessa vcaralha desse país e não tem desconto em seu lindão tinha que ser o bundão do corno;sim
TA MAIS PRA SUPER BUNDÃO;sim
E ele não mentiu cadela sem 1 solo em mais de 12 anos de carreira Fracassada Sem feats e remix essa coitada não eh ninguém;sim
Apaga isso sua cadela ta passando vergonha;sim
cadela;sim
a gente nn é mais amg pq são tudo umas cadela vadia mal comida mas enfim pq elas são tudo falsa e cobra fim;sim
Sua cadela do caranho;sim
Petição pra exigir a gravação das aulas de sexta para exatamente denunciar esse corno por falar tanta merda na tentativa de ser comédia 1 assinatura;sim
que morra no fogo do inferno essa desgraçada aí que ódio mds junto com esse demônio junto;sim
Vá pro inferno idiota      Você não deve ter visto  a reportagem do oswaldojor Não é   Também não deve lembrar sobre a defesa incansável do uso precoce da cloroquina etc Não deve lembrar da usurpação dos poderes de ação do presidente que o STF chancelou   Sai fora PNC;sim
Vai pra puta q pariu inferno;sim
Ninguém te quer aqui tmb n querido você não é nem louco de voltar tmb;sim
Puro pelao marica;sim
Boa noite è um grande vagabundo e safado è o medo é de mais;sim
Tmnc vagabundo história é bom pra porra;sim
"FICA EM CASA" CARALHOOOOO  MALDITO SEJA O POVINHO DO FICAEMCASA POIS ELES PODEM FICAR MESES OU ANOS EM CASA COM SUA NETFLIX PISCINA ETCBANDO DE VAGABUNDO CAMBADA DE FDP DO CARALHO  É DE REVOLTAR UMA SITUAÇÃO DESSA ESTOU ME VIRANDO MUITO BEM COM AUXILIO MAS E ESSES;sim
Oiá kkkk vagabundo tá me surpreendendo kkkk;sim
Vai trabalhar pra sustentar seus 5 filhos vagabundo;sim
Pra q honra se eu posso bater em vagabundo;sim
Vagabundo   Rsrsrsrsrsrs;sim
Po comprar vagabundo kkkk;sim
Vagabundo ;sim
Cala boca ladrão vagabundo;sim
amiga muito menos eu ate pq eu nao tenho NADA haver e a história é das 3 negócio é que uma puta vagabunda me botou no meio vei logo eu tipo ;sim
Vagabunda nao me responde;sim
Estou aqui pra denunciar a crushymermaid essa marafona ñ passa de uma vagabunda eu ñ sei como ainda ñ dei um tiro nessa vadia;sim
isso se chama vagabunda;sim
que saudades eu tava de um fut velhoooooooooo e vai toma no teu cu arrombado falastrão pipoqueiro venancio__0  pra jogar no meu time tem que saber bater pênalti;sim
foram só 5 segundos seu arrombado abre essa porra desse portão presciso fazer o enem caralho;sim
vai toma no cu eu odeio homem com todas as minhas forças olha oq esses arrombado faz;sim
VEM ALMOÇAR 14H SEU FILHA DA PUTA ARROMBADO FODIDO LIXO HUNANO ESCÓRIA DA HUMANIDADE;sim
queima esses arrombado aq pra nois Jesus e aproveita e garante o título da pain obgd;sim
F Inei Hozoin tomar no cu porra para de matar os vovo filho da puta arrombado manga podre ruim lixo feio;sim
me esquece pufavo finge que eu não existo carai me erra arrombado;sim
Mário Frias seu cuzão me desbloqueia aí arrombado;sim
E tu arrombado sendo roubado pela milícia bolsonaro e aplaudindo É um burro ou só covarde marmitinha de bandido;sim
quem é esse baitola me seguindo;sim
Baitola Nossa você é bom de papo né Kkkkkk homofobico;sim
É fácil constatar quem está sozinho né baitola;sim
Sabia q isso de grupo aleatório ia dar merda a galera escolhe a cidade e fica calado n discute pra n repetir e o baitola pegou as minhas já;sim
vc é um viado chato natan meu deus baitola;sim
baitola safado chupa rola azideia;sim
deixa de ser otário o cara ta ridicularizando pessoas comuns tudo porque prefere fazer militância ao invez de humor agora te sai daqui que quando tiram sarro de ti tu fica que nem um baitola fazendo video e se vitimizando;sim
E os caras pegaram essa foto dele com essa pose de baitola kkkkkkkkkkkkkkkkkkk;sim
Preguiça de baitola sonsa;sim
cadela da amanda seyfried aqui seu merda;sim
pela sua mãe aquela cadela;sim
Recebo com imensa alegria a notícia de que fui bloqueado por mais uma cadela bolsonarista;sim
Além de corno é falso kkkkkkk meu a migo;sim
ALÔ CORNO;sim
Isso eu deixo pra vc procuro sempre aprender pois como dizia Sócrates "só sei q nada sei"  agora vc acha q sabe alguma coisa e não passa de um ignorante medíocre cara como vc é ridículo fala sem conhecimento nenhum a realidade na sua cara é tipo corno conformado;sim
Vagabundo e ingrato p krl;sim
Viva quem Reinaldo Azevedo outro ser vagabundo jornalista de merda;sim
que vagabunda KKKKKKKKKKKKKKKK;sim
nossa como eu odeio a stormfront vagabunda nazista de merda;sim
eu vou te matar juliana sua vagabunda  kylespuzio;sim
vai se foder vagabunda enfia no cu sua boboca do caralho;sim
To doida pra encontrar essa vagabunda e me fazer de maluca To doida pra encher a cara dela de porrada;sim
Vagabunda te odeio;sim
Uma vez no ano novo a Kiara cadela da minha madrinha que eu considero minha foi pular em uma das minhas primas não vou expor a ANDRESSA riquinha nojenta loira e nojenta deu um chute na cadela e eu fiquei com um ódio do caralho Minha vontade era dar uma bicuda nela;sim
Vou matar aquele gordo tarado nojento;sim
xô cadela vagabunda piranha desgraçada n venha falar cmg hoje;sim
Ainda bem q é ruim porque vc merece arrombado de merda;sim
