Tweet;Classificacao
perdão n te chamo pelo seu nome mais KKKKKKKK n quero mais q ele me desbloqueie espero q morra de fome esse gordo nojento;sim
eu mandei a tarefa TRÊS VEZES PARA PUTA DESSA PROFESSORA E ELA NÃO CONTOU NENHUMA DAS VEZES SEM CONTAR QUE ELA FALOU QUE EU NÃO FIZ NENHUMA TAREFA SENDO QUE EU SÓ NÃO FIZ UMA KELLY SUA PUTA DESGRAÇADA VADIA MAL COMIDA AGUA DE CHUCA FILHA DA PUTINHA PS5 ESTRAGADO MEU DEUS QUE ODI;sim
você encheu sua propria paciencia vadia n sabe brincar não desce pro play descompensada;sim
não grita com o meu cachorro sua desgraçada tá achando oq quer acabar com a boca cheia de formiga hein vadia;sim
Cala sua boca vadia;sim
Me mama sua vadia do centrão;sim
É a primeira vez que eu vejo um macaco judeu;sim
preto podre e favelado;sim
Nojenta;sim
voçe é uma merda indiota chata inbecil nojenta feia magrela que grita;sim
Só me dás razão favelado Dizes mentiras que o atlético das favelas compra o Benfica Isto não é uma provocação Nunca saias da favela Estás bem é aí animal;sim
Contenha se gordo nojento;sim
Não tem perfil pra nada esse gordo nojento;sim
quebrando sua bunda na porrada quer o troco da mamada vadia ;sim
 uma vagabunda tinha roubado meu wingsarts sua puta vadia feiosa cracuda doente sequelada;sim
 Desgraçado tomara que encontrem esse gordo logo e que a justiça seja de fato feita de fato pra mofar na cadeia;sim
primeiro slg nessa riquinha nojenta;sim
Nooo isso aq é a cara dos favelado comprando a peita estampada da Nigeria achando q vai fica lindim igual o Hariel kkkkkkkkkkkkkk;sim
CARALHO QUE PORRA PARA DE ENCHER O SACO SUA VADIA SUJA;sim
nao eh voce sua vadia baixa;sim
Espero que você me responda ou vou ter que te expor infelizmente kk você tem até amanhã;sim
n queria ter raiva dessa menina mas eu tenho te odeio vadia;sim
olha o macaco falante;sim
Gordo nojento Sem vergonha puto safado;sim
Aí vadia puta nós gostamos do futebol pelo q o futebol proporciona e não pra impressionar macho sua escrota maldita;sim
temos aqui uma discrepância na frase deste macaco falante do sexo feminino;sim
se a valve queria estragar o cs botando ele de graça ela conseguiu VAI TOMAR NO CU só tem MACACO nessa bosta;sim
Se eu bater 600 follows em 1 hora significa que o GESH é macaco;sim
A boa macaco;sim
na moral tinha que da um pau nesse gordo maldito nojento;sim
Esse gordo retardado é um nojento  Sempre com aquela cara de sonso a rir-se sempre atacar o maior e melhor clube português  Vão chorar tanto na próxima época ;sim
A foto de perfil dele deve refleti a personalidadeum gordo nojento e escroto que compra briga pra perde;sim
vc cuida direito do meu afilhado sua vadia puta do caralho;sim
aparece no golden sua vadia promíscua;sim
 vai se fuder sua vadia descabelada chata do caralho;sim
 FALEI NADA DISSO NÃO SEU VIADO;sim
 qq caralhos esse desenho fala nuncavi esa pora so vi macaco usando foto dessa merdakj;sim
Se eu quiser dar eu vou dar porém seu gordo nojento não trata uma pessoa que eu gosto mal pq vc e idiota e machista Sdds Matheus em casa;sim
A LAGARTIXA LAGARTIXA SUA PUTA TQ ME CHAMANO DE LAGARTIXA É VADIA;sim
voce fala tanto em se matar e mo final nao se mata por que vadia ninguem ira sentir sua falta — Se sentindo o xerife;sim
Se você não me desbloquear vou expor suas fotos bebado;sim
NOSSA EU VOU EXPOR AQUELE CATA LÁ SÓ POR ISSO QUE ÓDIO DE  VOCÊ;sim
não é pq eu discordo de você que eu te odeio mas no seu caso realmente te acho insuportável;sim
então vai toma no seu cu simsua vadia branca preveligiada ;sim
mano o Feng Xin é tão lindo que ódio eu odeio ele odeio quero encher a carinha dele de soco que porra garoto vai se foder que…;sim
fodase seu nome eh churros vc deve ser um gordo nojento;sim
a vadia da Christine questionou o relacionamento da Mary e não podem questionar o dela CALA BOCA SUA VADIA IMUNDA DO CARALHO;sim
milo eu te odeio ao inves de posta foto da cara vc me posta foto dessa vareta que vc chama de perna seu corno;sim
Te odeio tô falando desde o dia que vc falou que ganhou vagabunda;sim
idiota gordo baleia comilão só sabe comwr rolha de poço do caralho tomara que morra sufocado com comida pra aprender;sim
gordo maldito kkkkk;sim
eu menina bbk transfobica e riquinha nojenta vai capinar um quintal vadia;sim
Eu que to adorando isso sua falsa Cobra vadia de merda;sim
Vai te esconder gordo sapo boi nojento que concorda com linchamento virtual tá aí balofo fdp;sim
Gordo nojento  Maldito o útero que te gerou;sim
Vai o gordo viado;sim
GORDO VAGABUNGOMERECIA SER ENFORCADO EM PRAÇA PUBLICA;sim
FDP VIADINHO FEIO SAPO HORRIVEL DESAGRADAVEL NOJENTO RIDICULO CU DE MACACO SFD NOJENTO;sim
O macaco do Steve Bannon foi preso grande dia agora só falta o Olavo de Carvalho;sim
Pega a tua dica e enfia no teu cu viado preciso de professor não filho da puta;sim
porra parem de humilhar esse gordo seboso ele ja acorda todo dia e tem q ser olhar pro espelho e se sentir humilhado não precisa pegar pesado galera deixa o gordo seboso nojento safado ser feliz hateando;sim
Us guri vão brinca de lego ctg seu gordo bandido nojento tu vai nunca mais vai em alvorada e região seu bandido;sim
Tem que mandar esse gordo filho da puta tomar bem no meio do cu dele vagabundo  ordinário cachorro cafajeste puta de STF Chega de ultrages Se enxerga seu gordo  ridículo nojento porco filho do demônio respeita seu presidente;sim
 Tinha que ser a nojenta da passa pano da ladyfontenelle Seu tombo riquinha mimada será o mais bonito de ver;sim
vc ta vendo o que vc perdeu vendendo o navas espero que esteja arrependida sua vadia burra;sim
 Vadia vagabunda não me envolva em coisa q n tenho nada a ver vai se fuder sua puta não falei porra nenhuma sua vadia tá fugindo dos próprios problemas vagabunda de merda;sim
Sim o Neymar só é o brasileiro mais conhecido no mundo por causa da minuscula da bruna magrela KKKKKKKKKKK;sim
Porra viado cê é sonso né;sim
Poha vao se fude krl alemaozada do krl q poha de bayern é meu ovo vamo ney broca 3 nesses nwzista viado desgraça;sim
Quem tem fama de ser ressentido é gordo e não viado uHEUheUEH por esse mesmo motivo vc se esconde atrás de um perfil Fica nervosinha não gordinha Eu sei que vc quer falar de cabelo make e memes gays é a única coisa que vc sabe mas ñ tenho tempo pra isso Vlw baleia ;sim
"eu te odeio  sabe porque estou bebendo vadia pq não consigo tirar vc da minha cabeça sua puta sim eu sou uma idiota q não esquece vc depois de um ano edai vai se fuder eu to com sdds msm mas vc não liga então vai tomar mto no cu sua puta"romântico ne;sim
Cala boca mlk seu brancohetero e gordo;sim
Cade a ft filho da puta do caralho que da o cu Girando a carroça na buceta verde da sua mãe aquela desgraçada mama pica de cachorro na rua que foi feita pela puta manca da sua vó qhe dava pra gordo e branco suado seu filho de uma puta do caralho CADE A PORRA DA FT REGAÇADO;sim
Lá vem a história de negro  pobre  favelado e vítima da sociedade  Muda o disco seu animal;sim
sai daí sua vadia deve ter mais de 1 litro de esperma dentro do útero de tanto dar a buceta puta;sim
viado vou te dar um tiro;sim
Ele bem q poderia da porrada na sua boca gordo malandro;sim
eu te odeio arcanjo cabeludo;sim
odeio aquela magrela;sim
Bundão é vice seu comunista safado Mais respeito com k Presidente Seu gordo nojento ForaDatena;sim
Toma essa macaco;sim
eu não sou sua puta vadia rata ratazana crente;sim
Magrela nojenta;sim
cala a boca gordo maldito;sim
Político tu espera o que Nenhum presta é esse gordo desgraçado tá fazendo a maior falcatruagem possível com o clube e todos os gadinhos dele passando pano para ele pq ele  da o título superávit pros torcedores tem que cobra esse imundo sim gordo nojento enxendo Club de velhos;sim
maconha sensata puta sorriso corno cu merda assistir vassoura macaco iphone gado computador otário noia vadia pau followtrick kpop bts sexo transa au coxinha  desculpa por ser homem recife cadela spree rt siga todos que fav esse tweet nct jikook;sim
macaco véio desse da licença vai se fude;sim
Para de me fazer passar vergonha É isso que você tem a me oferecer Se sim vou te expor;sim
