Tweet;Classificacao
Ufa ainda bem que teus amigos são tudo macaco;sim
Meu filho eu não te devo satisfação não sai louco viado;sim
antes de eu morrer vou expor nossas conversas ninguém vai me cancelar pois eu estarei morta já você;sim
Louco do caralho Quem disse que sou petista animal imbecil Hahahahahaha;sim
NUNCA FUI DE DESEJAR MAL À NINGUÉM MAS EU ESPERO QUE VOCÊ QUEIME NO FOGO FO INFERNO SUA VADIA;sim
não tenho palavras pra descrever o quanto eu odeio esse arrombado desgraçado do sasuke;sim
Assim que se trata baitola tlgd se for na porrada fica ruim pq ele fica roxo e roxo é cor de boiola;sim
Vai reclamar com o vírus seu baitola;sim
Aff nojenta dms essa menina;sim
Chora favelado sem o médio;sim
pois que se foda entao sua feiosa fica mentindo pq sua vadia corna;sim
Esse cara é muito idiota Não entendo como foi que verme se criou se passando por humorista É um merda mesmo;sim
queima esses arrombado aq pra nois Jesus e aproveita e garante o título da pain obgd;sim
Se ele for melhor que o Daniel gordo Carvalho Pq não ;sim
são aberrações no CN em pessoas é os caras sem noção querem perpetuar no poder SenadoFederal camaradeputados Pede pra cagar e sai fora canalhas Tomem vergonha nessa cara de vocês ReeleicaoNemAPau;sim
espero que o arthur tenha uma morte bem lenta e quando ele morrer ele queime no fogo do inferno;sim
Deixa você beber e eu vou te expor aqui de novo;sim
Eu preciso comer sua mãe o filho da puta arrombado e vc precisa ser tratar pra para de falar merda nas redes sociais q a porra da quarentena tá comendo seus miolos e passando pra comer seu cú já já;sim
Fiz papel de palhaça graças a vc sua vadia puta;sim
nossa como eu odeio a stormfront vagabunda nazista de merda;sim
Você vai ser o primeiro q vou expor;sim
Vai pro Alasca com um macacão laranja máscara e algemas prisão perpétua ou um tiro na nuca;sim
DOCTOR REEEEEEYYY ARROMBAAADO DO KRAALHO SE EU TE PEGAR EU VO TA TANTO SOCO NESSA SUA CARA SEU VIADINHO DE MERDA -vai nada cala boca ai 3 ovo - 3 OVO QUE EU SOQUEI NO SEU CU SEU DIXGRAÇADO;sim
Sua porca vadia;sim
Otario gay podre lixo horrível nojento asqueroso gay homossexual lgbt feio gordo esquisito nerdola smurfdomuca;sim
você não é sincera e nem debochada vc só é uma riquinha p4u no uc que não reconhece seu próprio privilégio nojenta;sim
Tu é um verme  rato de esgoto nojento torcedor gremista sempre contra o Inter Eu gostaria de te dar uma porrada para aprender a ser honesto Bundão safado;sim
meu amor n me decepciona nunca alô jean arrombado do crlh;sim
sério vai se fuder esse arrombado corno merda seca lixo bosta viado do caralho tomara que MORRA pra nunca mais incomodar ela;sim
eu não te odeio eu te acho ridícula é diferente;sim
O mais cômico do Constantino esse bundão é que o servilismo dele vai ganhando corpo aos poucos Mais um mês ele tentará ocupar o lugar do Mário Frias o “batedor de palmas oficial da República “ ;sim
Esses verme d merda to dizendo só ré kkkk;sim
Queima no inferno Comunista Vagabundo em Palmas Tocantins;sim
MUDOU DNV O ARROMBADO;sim
chora vagabunda chora;sim
Pq esses filhos da puta tao sujando aí Quem vai se foder limpando essa porra aí n vao ser eles n Dar feriado pra macaco eh foda Olha a merda q fazem;sim
e quem é vc pra dizer algo eu tenho MIL imagens de vc traindo a Yves comigo e com outras amantes suas e eu vou expor tudo em rede nacional nas minhas próximas participações na TV aberta Você é tão lixoso que ainda nem disfarça que o pau tá caído de tanto comer outras;sim
Lixo é o rabo sobre o qual vc senta a tua ignorância Louco psicopata vai procurar a tua turma;sim
Quando a vida real bate na cara desses viado de rede social;sim
Qem é vc brancão arrombado brota na reta pra se vê se n toma 2 e volta vendo tudo bugado euem;sim
A Verme tomou no toba sem vaselina Essa broguerinha di merda não cansa de passar vergonha;sim
carolina eu te odeio morre;sim
O AdrillesRJorge  consegue superar o gordo de miami na cara de pau na sem vergonhice ao distorcer tudo para defender o governo enquanto acusa outros de distorção É absolutamente nojento;sim
bear feia chata burra enjoada trouxa ciumenta barraqueira nojenta metida doida baixa alta magrela idiota;sim
odio odio adm eu te odeio adm sua vida esta em risco vc vai pagar eu te odeio odeio odio odeio;sim
parem de dar palco pra essa idiota q falou q pegou o jean otaria do crl falando como se fosse uma vergonha pra ela e expondo pro site todo realmente vcs deixam gente branca e estúpida famosa por qualquer coisa eu hein;sim
deus me livre mo bafao de cocô com cara de lixo cabelo zoado louco pra mijar;sim
LI SÓ AGORA CADELA;sim
CARA VAI PETEAR MACACO AI DA PORRA DESSA INTERNET VAI FAZER ALGUMA COISA SEU VAGABUNDO MEU DINHEIRO TA INDO AI TU GANHA DOS IMPOSTOS QUE PAGO VAI TRABALHAR SEU VAGABUNDO SAFADO PORRA SERÁ Q TENHO QUE IR AI RESOLVER PESSOALMENTE CANALHA SAFADO GFiuza_Oficial VerdadeJH;sim
mano sua vadia te odeio falsa;sim
Cuidado pq seu bundão PF é jagunço de vcs agora Verme;sim
Cala boca macaco e chupa meu cacete favelado do caralho;sim
vou expor você achando que dropou  e cadelando  e que você dropou ;sim
TA MAIS PRA SUPER BUNDÃO;sim
eu te odeio tanto seu velho caquético;sim
QUEIMA NO INFERNO CHARLATÃO FILHO DA  GRANDE DIA;sim
professor filho da puta eu te odeio tanto seu desgraçado;sim
Gordo nojento Botafogo pilantra;sim
Me ajuda aí só fala bobagem e não para de falar gordo fdp;sim
bilhete do dia gurizada para de se lamentar nas redes sociais seu merda lixo bosta vc é um macaco agr seu fdp vira…;sim
E aqui com o governo de um bundão você acha que estamos em um paraíso seu verme;sim
A cara de mongo fdp desse arrombado dá agonia;sim
Vem na mão então baitola;sim
Sai cadela vagabunda;sim
Seu pilantra vagabundo;sim
Tú tá chamando o Mengão de merda sendo que tú torsse pro SP Cria vergonha na cara mlk time de viadinho o teu;sim
Fala aí corno cu de cana kkkkk ok Fica calmo que como diz o seu ídolo da comédiabosta adneté só piada rsrs;sim
arrebentar na porrada esse corno q tá gritando essas horas gamer de bosta soca a parede e cala boca imbecil de merda É UMA DA MANHÃ INFERNO;sim
fim de carreira Isso é alguma referência a sua vida fudida vadia;sim
queria que essa baitola tivesse me pago feriado lisa foi uoooo;sim
Pedindo gala a vagabunda;sim
Então Embuste ele vai cagar dinheiro Porque o Governo Federal tá endividado até às cuecas;sim
Melhor deixar o Brasil quebrar e o povo morrer né Seu filho de uma puta arrombada e de um corno Seu bosta insignificante de merda ;sim
