Tweet;Classificacao
perdão n te chamo pelo seu nome mais KKKKKKKK n quero mais q ele me desbloqueie espero q morra de fome esse gordo nojento;sim
Eu tbm to surtado com aquele gordo vagabundo nojento merda ridículo;sim
Kkkkkk só qm aguenta tua sentada q fica do lado dale sua vadia mastigada;sim
me espera sua vadia;sim
Dia de pegar uma magrela descabelada na porrada;sim
susururu aqui é um exposed estou expondo tudo pra ver as coisas que essa saqueada fala agora vai mama uma rola ou chupar uma buceta;sim
É a primeira vez que eu vejo um macaco judeu;sim
E se falar mais uma gracinha vou expor você e você sabe muito bem qué é você;sim
KKKKKKKKKK você sabe que não é bem assim para de se fazer de sonso Vou te expor se continuar se fazendo de cinico;sim
Contenha se gordo nojento;sim
seu cu sua vadia o seu da chuca foi verdade sua mentirosa;sim
 uma vagabunda tinha roubado meu wingsarts sua puta vadia feiosa cracuda doente sequelada;sim
 Desgraçado tomara que encontrem esse gordo logo e que a justiça seja de fato feita de fato pra mofar na cadeia;sim
EU VOU EXPOR TUDO OQ EU SEI SOBRE VOCE;sim
 sim hoje vou expor você e todas as merdas que você já fez;sim
falou o dono da pauta tomar no seu cu gordo de merda;sim
Nooo isso aq é a cara dos favelado comprando a peita estampada da Nigeria achando q vai fica lindim igual o Hariel kkkkkkkkkkkkkk;sim
Esse VAGABUNDO VENDIDO do PC Almeida não tem um mínimo de vergonha na cara PORCO NOJENTO GORDO PUXA SACO de 7 mil reais V…;sim
tirou essa info da onde do cu é sua vadia repulsiva tomou cha da tarde com  ele vai toma jo teu cu;sim
Pq esses braços sempre pra cima Vc é e será sempre a PEPA vc é uma suína não pelo corpo gordo mas pela falta de caráter pela sujeita cretina que vimos q é depois das eleições mto embora nossos suínos não mereçam essa comparação;sim
Brasileiro já não gosta de negro e favelado se for revelado pelo flamengo então;sim
sério meu deus q vontade de arrebentar essa magrela nojenta desgraçada;sim
Aí vadia puta nós gostamos do futebol pelo q o futebol proporciona e não pra impressionar macho sua escrota maldita;sim
sua terroristacobra vadia vc seu empreguinho de merda vai pro saco sua blogueira de quinta categoria;sim
Onde eu fiz piada seu macaco Se ler a porcaria dos tweets vera que eu estou condenando o cara por ser bandido e nao rindo do luto dos outros pare de ser primata;sim
Maldito viado;sim
Se eu bater 600 follows em 1 hora significa que o GESH é macaco;sim
A boa macaco;sim
Video "teen" mano Gordo seboso nojento filho de uma puta;sim
KKKKKKKKKKKKKKKKKKKKK tu eh um gordo q acha q eu sou virgem gordo nojento asqueroso morre praga;sim
PARA DE ENVOLVER TAEKOOK EM TUDO SUA VADIA NOJENTA EU QUERIA 5 MINUTOS NUMA SALA FECHADA COM VC;sim
Amigo do Escroto Gentili e do Gordo Nojento Coruja;sim
Só não te pus a ti pq tu de certeza que já tas nos 3 dígitos seu gordo;sim
Te mando as clipada o gordo nojento;sim
Porque RodrigoMaia é um porco gordo nojento o povo odeia ele;sim
crl dêem logo um tiro a este gordo nojento fdp;sim
te odeio puta vadia desgraçada gira bolsinha filha da puta cu buceta pinto do bolsonaro gozo do cu do moro filha da mae estrume resto de aborto rata de esgoto bruxa capenga cirupira mas sua conta eh linda;sim
Vadia do caralho qrnd vim sentar na janela Aqui não sua piranha Vem com historinha de Deus aqui não;sim
tinha q ser uma riquinha nojenta ai ai;sim
GORDO NOJENTO PARECE UM TOCO LIXO COMUNISTA;sim
então vai toma no seu cu simsua vadia branca preveligiada ;sim
O sua vadia puta todo mundo defendeu a menina diferente de você que tá querendo ganhar biscoito aí;sim
mano o Feng Xin é tão lindo que ódio eu odeio ele odeio quero encher a carinha dele de soco que porra garoto vai se foder que…;sim
Se ele for melhor que o Daniel gordo Carvalho Pq não ;sim
fodase seu nome eh churros vc deve ser um gordo nojento;sim
quer saber vai se fuder sua vadia cachorra vagabunda virou sim caralho e já diria mc melody "se não gostou morra";sim
vou te expõr quando você dormi;sim
te odeio maldita;sim
eu te odeio tanto seu velho caquético;sim
Te odeio tô falando desde o dia que vc falou que ganhou vagabunda;sim
Os eleitores do Bolsonaro  estão se expondo ao contágio do CoronaVírus  e isso vai exterminar eles   Deixem essa praga se expor ao vírus  MorraBolsonaro MorraBolsominions ;sim
eu menina bbk transfobica e riquinha nojenta vai capinar um quintal vadia;sim
Sua porca vadia;sim
MANO CALA BOCA SUA VADIA VELHA O CORPO É DELA ELA FAZ OQ QUISER POR SUA CULPA ELA Ñ TA MAIS ATUALIZANDO OS PACKS Q EU PAGUEI E SOBRE ELA SER XENOFOBICA E RACISTA TER Q SER MESMO VCS Ñ TEM NOÇÃO DE TUDO Q EU JA PERDI NA VIDA POR CAUSA DE PRETO E VIADO FDP;sim
Tu tá merecendo é uns tapa sua vadia;sim
bilhete do dia gurizada para de se lamentar nas redes sociais seu merda lixo bosta vc é um macaco agr seu fdp vira…;sim
PUTA QUE UM CARALHO BOTARAM O FUDIDO DO MEU TIO PRO MEU QUARTO PRA OUTROS PARENTES FUDIDOS FICAREM NO Q ELE TAVA SEM CONDIÇÕES ALEM DELE SER UM PUTA GORDO NOJENTO Q TRAI A MULHER AINDA SE ACHA TEM Q METER A POHADA NUM GAY DESSES PRA ELE VER QUEM É Q VAI CUIDAR DELE NUM LEITO;sim
bear feia chata burra enjoada trouxa ciumenta barraqueira nojenta metida doida baixa alta magrela idiota;sim
vc ta vendo o que vc perdeu vendendo o navas espero que esteja arrependida sua vadia burra;sim
 De dá você entende né sua vagabunda Já foi pra fila da banco implorar o auxílio emergêncial sua vadia periférica Depósito de porra de homem analfabeto;sim
