Tweet;Classificacao
2 hel bitches vc s naõ se casaram de me perseguir ne me deixam sem comando de internet vc e aquela familia nojenta do riquinha do navappqp saiba que se não para por aqui levo um ate no inferno não vou matar não ate por que pessoas que qnt mais perto de deua são mais atentadas;sim
Lá vem a Pati que não conhece a palavra empatia Riquinha nojenta asquerosa;sim
Quer cargo público  Pra ganhar  dinheiro  e fazer fofocas  Tem um preço  seu Gordo nojento;sim
eu mandei a tarefa TRÊS VEZES PARA PUTA DESSA PROFESSORA E ELA NÃO CONTOU NENHUMA DAS VEZES SEM CONTAR QUE ELA FALOU QUE EU NÃO FIZ NENHUMA TAREFA SENDO QUE EU SÓ NÃO FIZ UMA KELLY SUA PUTA DESGRAÇADA VADIA MAL COMIDA AGUA DE CHUCA FILHA DA PUTINHA PS5 ESTRAGADO MEU DEUS QUE ODI;sim
O sua puta vadia;sim
não grita com o meu cachorro sua desgraçada tá achando oq quer acabar com a boca cheia de formiga hein vadia;sim
QUERO que a vagabunda da brankkka privilegiada que se acha a jornalista mais foda da folha vai tomanoku barbara Gancia VAI SE FUDER SUA VADIA tu não sabe um terço do que é uma vivência pra cuspir merda e falar que o hipHop está vinculado aí tráfico hiphop EmicidaNoRodaViva;sim
susururu aqui é um exposed estou expondo tudo pra ver as coisas que essa saqueada fala agora vai mama uma rola ou chupar uma buceta;sim
O absoluto RANÇO que eu peguei desse viado meu deus branquela riquinha nojENTA;sim
Luciano gritou muito aymeuanus na cadeia gordo filho da puta nojento de merda;sim
E se falar mais uma gracinha vou expor você e você sabe muito bem qué é você;sim
voçe é uma merda indiota chata inbecil nojenta feia magrela que grita;sim
FEIO É SEU CU SUA VADIA;sim
você não é sincera e nem debochada vc só é uma riquinha p4u no uc que não reconhece seu próprio privilégio nojenta;sim
ESperneia filho da puta cruza de puta mane vadia com pirata mané ladrão filha da puta que eu quero ver uma porra covarde ladrão invasor assassino xenófobo vaganunda mau caráter canalha psicopata inimigo filho da puta como tu mandar em mim sua porra da xenofobia;sim
garota grava bem o que eu vou escrever eu vou agora mesmo hackear a sua conta hackear seu email pra descobrir os seus dados e de quem mora com você e vou expor aqui no twitter se você não parar com isso;sim
Espero que você me responda ou vou ter que te expor infelizmente kk você tem até amanhã;sim
n queria ter raiva dessa menina mas eu tenho te odeio vadia;sim
olha o macaco falante;sim
Gosto que hoje que eu tô num ódio desgraçado por essa rede social os macacos estão todos estão se expondo Blocks fáceis;sim
Tu é feio pra crl seu gordo safado;sim
se a valve queria estragar o cs botando ele de graça ela conseguiu VAI TOMAR NO CU só tem MACACO nessa bosta;sim
Braz ta muito puto não deve ter almoçado gordo com fome fica assim mesmo eu sei;sim
feeling baleia enorme gordo nojento;sim
PARA DE ENVOLVER TAEKOOK EM TUDO SUA VADIA NOJENTA EU QUERIA 5 MINUTOS NUMA SALA FECHADA COM VC;sim
Um macaco faz amizade com o outro;sim
Gordo nojento Botafogo pilantra;sim
Video "teen" mano Gordo seboso nojento filho de uma puta;sim
Só não te pus a ti pq tu de certeza que já tas nos 3 dígitos seu gordo;sim
Porque RodrigoMaia é um porco gordo nojento o povo odeia ele;sim
Se eu quiser dar eu vou dar porém seu gordo nojento não trata uma pessoa que eu gosto mal pq vc e idiota e machista Sdds Matheus em casa;sim
"Mamãe gestante de 10 anos" Gordo nojento canalha filho da puta asqueroso;sim
então vai toma no seu cu simsua vadia branca preveligiada ;sim
quer saber vai se fuder sua vadia cachorra vagabunda virou sim caralho e já diria mc melody "se não gostou morra";sim
eu te odeio tanto seu velho caquético;sim
milo eu te odeio ao inves de posta foto da cara vc me posta foto dessa vareta que vc chama de perna seu corno;sim
filha da puta mau carater do caralho eu te odeio tanto seu monte de merda tu vai queima no inferno;sim
BONINHO EU TE ODEIO EU NUNCA VOU TE PERDOAR PRAGA;sim
VAI YOMAR NI CU KKKKKKK vc é tóxico Gustavo eu te odeio;sim
ô sua filha da puta se decide no que tu quer vadia puta do caralho meu deus;sim
FDP VIADINHO FEIO SAPO HORRIVEL DESAGRADAVEL NOJENTO RIDICULO CU DE MACACO SFD NOJENTO;sim
O macaco do Steve Bannon foi preso grande dia agora só falta o Olavo de Carvalho;sim
Aaaah sougordo igual um poste Já vocêgordolinhaesquisito e entrosado;sim
Pega a tua dica e enfia no teu cu viado preciso de professor não filho da puta;sim
Essse gordo nojento não presta;sim
Us guri vão brinca de lego ctg seu gordo bandido nojento tu vai nunca mais vai em alvorada e região seu bandido;sim
Tem que mandar esse gordo filho da puta tomar bem no meio do cu dele vagabundo  ordinário cachorro cafajeste puta de STF Chega de ultrages Se enxerga seu gordo  ridículo nojento porco filho do demônio respeita seu presidente;sim
 J sua vadia retardada eu te odeio demais sua otária;sim
 AHHHHHHH GORDO NOJENTO MACHO;sim
Aí viado vai lavar uma louça;sim
cuida da sua vida adriano seu viado;sim
Vaza daqui nojento da porra Qualquer CA razoável faz mais de 20 gols quando se tem Messi como assistência Só que meu problema com Suárez vai além gordo sem velocidade alguma preguiçoso e muito marrento -- acha que tem que ser titular a todo custo;sim
Favelado esquerdalha;sim
