Tweet;Classificacao
A não sua frescaaaa riquinha nojenta kkkkkkkkkkkk;sim
falsa cobrinha nojenta falsa magrela q grita finge q me ama mais vai mariana to esperando;sim
Aff nojenta dms essa menina;sim
perdão n te chamo pelo seu nome mais KKKKKKKK n quero mais q ele me desbloqueie espero q morra de fome esse gordo nojento;sim
eu que ia ficar com ele primeiro sua vadia mas pega pra você não quero mais já tenho o ;sim
Cala sua boca vadia;sim
Dia de pegar uma magrela descabelada na porrada;sim
O que a Midori fez agora além de ser uma riquinha metida nojenta meritocrata e com síndrome de famosa MTVHottes…;sim
Luciano gritou muito aymeuanus na cadeia gordo filho da puta nojento de merda;sim
O tu tenq ve meu kkk aquele gordo nojento de matematica;sim
E se falar mais uma gracinha vou expor você e você sabe muito bem qué é você;sim
inbecil nojenta feia magrela que grita;sim
“eles não gostam realmente de vc vc acha q eles te acham atraente magro bonito tem pele boa não você só é gordo chorão e age como criança isso é tudo q vc é e dramático nojento fedorento vergonhoso é isso q vc é difícil achar alg sem alma sem coração sem emoções”;sim
FEIO É SEU CU SUA VADIA;sim
 Quem tem inveja de um Gordo FDP que pode morrer de tanto comer Baicon filho da puta;sim
primeiro slg nessa riquinha nojenta;sim
Nooo isso aq é a cara dos favelado comprando a peita estampada da Nigeria achando q vai fica lindim igual o Hariel kkkkkkkkkkkkkk;sim
tirou essa info da onde do cu é sua vadia repulsiva tomou cha da tarde com  ele vai toma jo teu cu;sim
Espero que você me responda ou vou ter que te expor infelizmente kk você tem até amanhã;sim
carolina eu te odeio morre;sim
sério meu deus q vontade de arrebentar essa magrela nojenta desgraçada;sim
Aí vadia puta nós gostamos do futebol pelo q o futebol proporciona e não pra impressionar macho sua escrota maldita;sim
VAI SE FUDER VADIA DO CARALHO NICKI NÃO FICOU PELADA EM UM SHOW SO PRA LOTAR E NEM FICOU QUASE NUA NUMA APRESENTÇÃO QUE ERA VISTA POR CRIANÇAS SUA PUTA DESCABELADA;sim
é difícil Nunca apanhou na vida parece que nunca errou escrota Não teve uma criação boa e hoje reflete nesse teu pensamento orgulhoso comparável ao de um macaco Aprende a viver insana tua opinião é tua até invadir o espaço de outra;sim
temos aqui uma discrepância na frase deste macaco falante do sexo feminino;sim
Video "teen" mano Gordo seboso nojento filho de uma puta;sim
KKKKKKKKKKKKKKKKKKKKK tu eh um gordo q acha q eu sou virgem gordo nojento asqueroso morre praga;sim
feeling baleia enorme gordo nojento;sim
Esse gordo retardado é um nojento  Sempre com aquela cara de sonso a rir-se sempre atacar o maior e melhor clube português  Vão chorar tanto na próxima época ;sim
parabéns sua puta vadia;sim
oh sua puta da p me responder vadia fica dando vácuo;sim
aparece no golden sua vadia promíscua;sim
 qq caralhos esse desenho fala nuncavi esa pora so vi macaco usando foto dessa merdakj;sim
"Mamãe gestante de 10 anos" Gordo nojento canalha filho da puta asqueroso;sim
q liga a camera oq sua puta    ja to fazendo demais de ta participando dessa porra   vai se fude vadia;sim
não é pq eu discordo de você que eu te odeio mas no seu caso realmente te acho insuportável;sim
o gordo imundo e nojento e fodido a criança não podia gerar um filho se não ela ia morrer seu verme mamador do estado;sim
Esse nojento gordo quem devia servir de alimento para matar a fome que ele causou;sim
GORDO NOJENTO PARECE UM TOCO LIXO COMUNISTA;sim
então vai toma no seu cu simsua vadia branca preveligiada ;sim
puto vadio safado vagabundo chato pobre desgraçado prostituto esquizofrênico cadeirante feio aleijado aloprado atropelado burro idiota cachorro presidiário fedido otaco filho  da puta gordo monoteta;sim
mano sua vadia te odeio falsa;sim
vou te expõr quando você dormi;sim
te odeio maldita;sim
BONINHO EU TE ODEIO EU NUNCA VOU TE PERDOAR PRAGA;sim
eu te odeio sua kpoper desgraçada kkkkk vsf;sim
Te odeio tô falando desde o dia que vc falou que ganhou vagabunda;sim
idiota gordo baleia comilão só sabe comwr rolha de poço do caralho tomara que morra sufocado com comida pra aprender;sim
Gordo nojento  Maldito o útero que te gerou;sim
Vai o gordo viado;sim
joao vou te expor pra indie que você estava dando ideia fica esperto;sim
vc ta vendo o que vc perdeu vendendo o navas espero que esteja arrependida sua vadia burra;sim
 vadia nada sua vaca;sim
Sim o Neymar só é o brasileiro mais conhecido no mundo por causa da minuscula da bruna magrela KKKKKKKKKKK;sim
Aí viado vai lavar uma louça;sim
se mata entao sua praga filho do capeta favelado fodido tomara q morra por bala perdida;sim
Riquinha nojenta ainda;sim
Ta ser seu viado eu vou começar a agur que nem uma bixa com vc;sim
sai daí sua vadia deve ter mais de 1 litro de esperma dentro do útero de tanto dar a buceta puta;sim
Ele bem q poderia da porrada na sua boca gordo malandro;sim
vou expor você na internet;sim
