Tweet;Classificacao
tinha q ser uma riquinha nojenta ai ai;sim
Tmnc vagabundo história é bom pra porra;sim
e Vc eh oq em sua vadia;sim
Não é corno além de ladrãokkkkkkk;sim
deixa de ser otário o cara ta ridicularizando pessoas comuns tudo porque prefere fazer militância ao invez de humor agora te sai daqui que quando tiram sarro de ti tu fica que nem um baitola fazendo video e se vitimizando;sim
Essa foto do Neymar aí seu verme  Se liga mano se for pra servir o país e dar orgulho pra minha família eu faço outra coisa tu tem merda na cabeça de bater no peito pcausa de exército gosta de ser pau mandado vai lá bundao;sim
Eu nem curti arrombado;sim
E esse Jô é um baita dum frouxo Bater por trás no moleque Bundao;sim
Cuidado pq seu bundão PF é jagunço de vcs agora Verme;sim
Poha vao se fude krl alemaozada do krl q poha de bayern é meu ovo vamo ney broca 3 nesses nwzista viado desgraça;sim
Vai educar sua vadia seu verme inútil filho da p;sim
ta falando dos integrantes racista e chamando uma negra de mcaca sua vadia do caralho;sim
aborto do pai do papa seu fdp do krl vsf seu merda seu arrombado vai da seu cu no frei caneca fdp do krl cola q nois deita na porrada fdp;sim
Guga Chacra te cuida mermão porque eu ainda vou te deitar na porrada seu insuportável de merda;sim
Esse drogado do uncerto bosta não para de MIMIMI Perdedor corno babaca Ladrão safado sem vergonha;sim
filha da puta mau carater do caralho eu te odeio tanto seu monte de merda tu vai queima no inferno;sim
vou expor você sua r4t4;sim
parabens giovanna garota magrela do oitavo ano que me chamava de gorda e torta gracas a voce tive dismorfia e crises de ansiedade na sala de aula espero que vc morra sua palito desgraçada nojenta;sim
TOOOOOOOMA TOMA FILHA DA PUTA TOMA VAGABUNDO PRA APRENDER A DEIXAR DE SER LOUXCO DOENTE ENERGUMENO DEMONIO MALDITO FILHO DA PUTA CORNO LOUCO VERME DO CARALHO SEU BOSTA SEU MERDA TOMA ESSA ACHEI FOI É POUCO;sim
Correu do debate e quer vender ainda opinião mas é um bosta mesmo essa magrela;sim
Lá vem a história de negro  pobre  favelado e vítima da sociedade  Muda o disco seu animal;sim
meu deus thiago eu te odeio tanto;sim
vsf magrela do crlh;sim
VAI YOMAR NI CU KKKKKKK vc é tóxico Gustavo eu te odeio;sim
O mano vai se fuder arrombado quem é tu pra falar de mim o corno 5 seguidores Ksmskskskskskslsllskskskskssllssllskskskskskslslslslslslskskskskskssksk Só fala bosta não sabe escrever Pqp dps eu que sou "geração de merda";sim
 mano eu te odeio eu sempre te odiei mano vsf pq vc é assim mano vai tomar no seu cu arrombadinho primata orangotango  sua mãe tem vergonha de vc vsf estou dando block;sim
Ainda bem q é ruim porque vc merece arrombado de merda;sim
Quer saber o q é hipocrisia Se olha no espelho seu merda e vc verá a imagem detalhada da hipocrisia barata de merda que vc representavc é o tipo de lixo que o Brasil tem nojo Agora vai la chorar e pedir bloqueio para mim q é o q vc sabe fazer de melhorlixo;sim
Melhor deixar o Brasil quebrar e o povo morrer né Seu filho de uma puta arrombada e de um corno Seu bosta insignificante de merda ;sim
nao eh voce sua vadia baixa;sim
"baitola safado q chupa piroca";sim
lgc q nn eh p vc seu verme krl ce ta louco;sim
eu enfio o cuju no seu  viado de merda;sim
Que cara CANALHA IDIOTA ANALFABETO E A UNICA COISA QUE TEM É DINHEIRO QUE NÃO VALE PORRA NENHUMA SE TU FICAR CINCO MINUTO SEM RESPIRAR tu dá todo teu dinheiro pra RESPIRAR SEU IDIOTA FDP VAI PRA PQP SEU CANALHA VAGABUNDO TU VAI PEGAR O PILOTO SAFADO;sim
queima no inferno desgraça;sim
cala a boca seu merda do caralho foi a porra do primeiro game só a sua pessoa é o motivo de considerarem a nossa torcida a amais tóxica seu verme criança do caralho;sim
não fala da jinri sua cachorra filha da puta nojenta sarnenta podre rata seu cu deve ser um poço de DST sua puta nojenta podre do caralho enfia um arame farpado no seu cu até sair pela boca e se joga num poço de merda tu é uma verme imprestável inútil vagabunda podre;sim
Esse maluco é um arrombado E o respeito com a instituição Cruzeiro Não teve e agora tomou o que merece;sim
Esse gordo desse Thiago mastroiani é um nojento Vá tomar no seu cuvagabundo safado;sim
Nem banho pra dormir você tomava só passava perfume pra eu não sentir o fedor toma vergonha na sua cara que eu vou te expor minha filha;sim
ISADORA SUA VADIA FILHA DUMA PUTA ME DAR UMA MAMADA TU NÃO QUER;sim
eu te odeio arcanjo cabeludo;sim
E antes que tu chama mais ainda a gente de louco da uma olhadinha mas merdas que você falou e defendeu Você é nojenta imbecil e babaca;sim
sua filha da puta vai se tratar sua doente tomara que o karma faça você tomar bem no meu do seu cu sua piranha vagabunda tava hate no jmn de novo pra ver se eu não te busco no inferno sua otaria tá avisada viu vou te encher de porrada vou acabar com você;sim
mano vai toma no cu essa puta do caralho eu vou mandar gore no ccat dessa vagabunda e ela vai ver aqui quem que eh clean nessa porra caralho que oduo tomara;sim
Filho da puta burro nojento corno safado desgraçado filho de uma requenguela mal criada gordo obeso nojento viado lixo babaca esquizofrênico nojento doente arrombado corno filho da puta de uma figa salafrario asqueroso seboso mizervi filho da puta arrombado cabeça de ratonojento;sim
Vagabundo nunca formado assim vc é conhecido na família;sim
o teu cuzão tá muito louco de droga pra falar que a segunda temporada é um lixo;sim
Kkkkkk  Um idiota que que é o adnet é um louco varrido que é o Ciro lixo;sim
que vagabunda KKKKKKKKKKKKKKKK;sim
que ódio dessa piranha doente aqui vai virar um inferno por causa dessa puta;sim
E qual o teu boneco senhor baitola Kk;sim
expondo um macho homofóbico aq jogou hate na ArianaGrande disse q sao músicas de viado e falou mal de kpop no geral  o instagram é esse mandem msg no dd e vamos colocar o rato no lugar dele ffbrunozin BTS_Dynamite blackpink ArianaGrande kpopfanchant LGBT;sim
calado verme insolente petulante carrapato imundo lixo inferior platina afundado horrível fracassado nojento nematoda mentecapto esquizo cnidário porco se tu continuar metendo o louco o CJM vai te vulcanizar apavorar esgormitar esfarelar te fazer sucumbir desaparecer escafeder;sim
Vai o gordo viado;sim
LILITH EU TE ODEIO DMS;sim
que homem escroto PQP FICA EM CASA CARRAPATO DE MERDA INFLUENCIA AS PESSOAS DE UMA FORMA ESCROTA VSFD VERME;sim
vc ta me expondo na internet essa hora marianna vou te matar quando estiver cagando para vc morrer de cu sujo;sim
Gnt é old q esse jonh é um bosta sempre de achou o fodao nos gps do face de tøp mas é um corno;sim
meu esse cara é um tremendo arrombado fdp ai que ódio mano;sim
queima no inferno queima QUEIMA;sim
NOSSA EU VOU EXPOR AQUELE CATA LÁ SÓ POR ISSO QUE ÓDIO DE  VOCÊ;sim
VOU EXPOR O AUE VOCE TINHA DITO HOJE DE MANHA;sim
Ir sua vadia;sim
Chora viado favelado;sim
Kkkk otario se infio no Mato pra falar merda depois  deve ter colocado esse cano no cu ne seu arrombado;sim
 Desgraçado tomara que encontrem esse gordo logo e que a justiça seja de fato feita de fato pra mofar na cadeia;sim
graças a deus que tenho esse gordo careca rolha de poço boca de caçapa beiçudo gerador de opinião bosta powered by gpt-4versão alfa nojento sem futuro funcionário da Jovem Pan bloqueado;sim
parça vai toma no cu e esse arrombado rindo;sim
Diniz - pelo amor de Deus Vítor Bueno não - seu idiota - vai to no seu cseu técnico de merda - pronto ele conseguiu me tirar do plumo - q lixo - meu filho já foi jogar vídeo game seu bosta - culpa sua e dessa merda de diretoria - essa saidinha de bola seu merda - SaoPauloFC;sim
Racialista é tudo corno;sim
Rá vadia eai sua puta ta mais do que na hora de tu me deixar arrombar esse seu cuzinho de putinha né vai vai rebola pra mim gostosa rebola na minha pika sua puta sua cadelinha me chama de seu dono e senta na minha rola como se não houvesse amanhã PhiloBot;sim
Queima no inferno Comunista Vagabundo em Palmas Tocantins;sim
Não tem perfil pra nada esse gordo nojento;sim
Se eu fosse tu saia pegando essa magrela feia na porrada — Digna de pena;sim
Lucas é baitola isso sim;sim
A LAGARTIXA LAGARTIXA SUA PUTA TQ ME CHAMANO DE LAGARTIXA É VADIA;sim
vou te expõr quando você dormi;sim
gay boiola baitola bichinha;sim
Eu preciso comer sua mãe o filho da puta arrombado e vc precisa ser tratar pra para de falar merda nas redes sociais q a porra da quarentena tá comendo seus miolos e passando pra comer seu cú já já;sim
okay baitola morra agora por favor;sim
Ah ta q eu vou ser cancelada por essa garota cara de songa monga depois disso enfiei minha empatia por vc no cu sua vadia escrota espero q teu aniversário seja da peppa vai combinar com o chiqueiro q tu vive nojenta  BelMalAgradecida;sim
Chatíssima essa magrela comunista;sim
Mas roubar dinheiro de consumidor de evento você aprova né arrombado filho da puta;sim
Brasileiro já não gosta de negro e favelado se for revelado pelo flamengo então;sim
demite o jean aí então aquele verme de merda;sim
amg estou me sentindo ofendida sua vagabunda de merda;sim
Garota é mt nojenta kkkkkklklkkkkkkkkk para c isso afrontosaaaaaaa;sim
Simmmmm vc fica falando VOCÊ lá em casa Eu vou te expor;sim
a jogada ja tava parada gordo doente;sim
bundao brancao chupa cu de pm;sim
Sai daí gordo nojento oq vc tá fazendo aqui poha;sim
A foto de perfil dele deve refleti a personalidadeum gordo nojento e escroto que compra briga pra perde;sim
Só Marginal e vagabundo;sim
Não da pra jogar lol com pedro maldito macaco filho da puta Todo jogo esse arrombado kita;sim
mimar nada eu vou expor você;sim
espero que realmente a pessoa que fez isso queime no inferno;sim
Apaga isso sua cadela ta passando vergonha;sim
Bundãovc é um chatohumorista  sem graçanão sei como o governo se importa com um babaca como vcIdiota;sim
mds sim e ela respondendo pro brasileiro que se morasse longe como nós era só comprar passagem e ir no show da miley pqp que ódio riquinha nojenta;sim
VAI SE FUDER VADIA DO CARALHO NICKI NÃO FICOU PELADA EM UM SHOW SO PRA LOTAR E NEM FICOU QUASE NUA NUMA APRESENTÇÃO QUE ERA VISTA POR CRIANÇAS SUA PUTA DESCABELADA;sim
Isso mesmo Me responde e dá block pra eu não ver o que tu falou covarde viadinho de merda;sim
Me mama sua vadia do centrão;sim
caralho sossega baitola;sim
thank you teu cu fdp arrombado pau no cu botar fogo em ti o chá de merda;sim
Esse Humberto é um bosta mesmo CORNO safado lambedor das bolas do Cachaceiro maldito;sim
MaiaNãoGostamosDeVocê Tem milhares de projetos importantes q este Sr sentou em cima com seu bundão Projetos q mudariam nossas Vidas Filhos e Netos pra melhor mas este Sr não pautou pq ele ainda acha q deixar o Povo sofrer é  fácil manipular Tenho dó um dia a paga chega;sim
Eu não tenho que te respeitar sua vadia;sim
 acabou pra voce kohei vou te expor;sim
LISA SUA VADIA SUA PUTA ISSO É CULPA SUA VADIA CRETINA TE ODEIO;sim
MEU DEUS QUE ÓDIO DESSE BAITOLA DE CABELO ROXO POR QUE ELE NÃO MORRE;sim
Volta pra cadeia vagabundo;sim
Vsf arrombado;sim
Esse maluco é um merda E foda-se o fã clube desse verme;sim
ENFIA ESSA MERDA NO CU SEU BAITOLA;sim
eae mulato preto do cu roxo me removeu né filha da puta não tem argumentação né ou filha da puta god merda pagão tu é goy bixo tu é goy tu se ajoelha pra um judeu seu filha duma puta Filha da puta quebrar essa tua cara na porrada seu merda goy imundo prepuciado;sim
vadia insuportável lixosa do caralho que agiu logo de cara sendo uma mina arrombada e filha da puta nmrl aquela cena dela chorando na rua me deu uma puta vontade de espancar ela até a morte e ainda vem macaco babar o saco da personagem na tl;sim
Assim que se trata baitola tlgd se for na porrada fica ruim pq ele fica roxo e roxo é cor de boiola;sim
PUTA QUE UM CARALHO BOTARAM O FUDIDO DO MEU TIO PRO MEU QUARTO PRA OUTROS PARENTES FUDIDOS FICAREM NO Q ELE TAVA SEM CONDIÇÕES ALEM DELE SER UM PUTA GORDO NOJENTO Q TRAI A MULHER AINDA SE ACHA TEM Q METER A POHADA NUM GAY DESSES PRA ELE VER QUEM É Q VAI CUIDAR DELE NUM LEITO;sim
bom que se foda esse desgraçado arrombado idiota otário insuportável;sim
Vagabundo ;sim
maconha sensata puta sorriso corno cu merda assistir vassoura macaco iphone gado computador otário noia vadia pau followtrick kpop bts sexo transa au coxinha  desculpa por ser homem recife cadela spree rt siga todos que fav esse tweet nct jikook;sim
eu odeio o meu vizinho arrombado de merda bandido drogado do crl;sim
baitola safado chupa rola azideia;sim
Valeu Belittani lute demore pelo seus objetivos cm LGBT e outros casos sociais e esqueça o Bahia pois seu time d merda é igual a vc um fracassado uma bosta d presidente vc peça prá cagar e saia seu fuleiro seu bufa fria time d merda uma humilhação pro torcedor seu lixo dói viu;sim
Vai te esconder gordo sapo boi nojento que concorda com linchamento virtual tá aí balofo fdp;sim
seu verme  atraso da nação Nessa foto vemos bem o tipo de parlamentar que vc é  Vc mantém a tradição carioca de eleger   Merda ;sim
A yamsin e uma vagabunda;sim
Um macaco faz amizade com o outro;sim
como se eu não te respondesse sempre ne o baitola;sim
Os eleitores do Bolsonaro  estão se expondo ao contágio do CoronaVírus  e isso vai exterminar eles   Deixem essa praga se expor ao vírus  MorraBolsonaro MorraBolsominions ;sim
Meu filho eu não te devo satisfação não sai louco viado;sim
Com essa cara de macaco debilóide e essa vocação pra fantoche idiota ou é um bot ou alguém muito retardado que não tem amigo pra dar um toque kkkkk Saco de bosta vai fazer um amigo ou comer uma buceta para de bater curirica com o pau da bandeira sua imundície;sim
Vá pro inferno idiota      Você não deve ter visto  a reportagem do oswaldojor Não é   Também não deve lembrar sobre a defesa incansável do uso precoce da cloroquina etc Não deve lembrar da usurpação dos poderes de ação do presidente que o STF chancelou   Sai fora PNC;sim
gabriella apague já esse seu passado obscuro to mandando sua puta apaga agr vadia burra;sim
vsf sua mocreia lacraia malasafraia desalmada ordinaria sem vergonha voce eh uma merda idiota chata imbecil nojenta feia magrela que grita sua paquita do demônio sua espantalho do cu do fandangos sua idiota sua bife de rato sua sua vagabunda tonta mecretefe lambisgoia bruxa;sim
galinha desmiolada KKKKKKKKKK vc é "INNDIOTA FEIA NOJENTA IMBECIL MAGRELA QUE GRITA" apaga lá logo;sim
Gordo nojento Botafogo pilantra;sim
bundao pq eh fechado com os bota por isso n vai falar nada otario;sim
ata desculpa nojenta;sim
cuida da sua vida adriano seu viado;sim
Pivete nem me conhece e fala merda tem que ser um completo filha duma puta verme do caralho;sim
vai tomar no teu cu entao porra ta achando q é papagaio pra me copiar o filho da puta tu é macaco devia se preocupar em falar merda e comer o próprio gozo filho da puta;sim
que ódio fdp desgraçado corno podre vagabundo imundo escroto imbecil;sim
Eu espero que você quebre a perna filha da puta do caralho Vadia desgraçada Maldita Resto de placenta Atropelada do caralho Vai fazer bullying com a tua mãeEu te odeio Stefany;sim
Kkkkkkkkk pediu socorro pra outro vagabundo bloqueado;sim
há 3h esperando o Raul fazer a parte dele da janta e o arrombado tá jogando Minecraft eu vou cometer um crime de ódio e botar a culpa na bebida;sim
Vá a merda vc é este verme;sim
Louco pra dar porrada nesse cara;sim
feio imundo cabelo oleoso e feio xato pescotapa abusivo toxico manipulador estranho momo corno areombado lixo chorume bosta viadinho estranho amedrontador ameacador sem nocao se m coracao;sim
Odeio esses favelados que ficam piscando pra mim na rua Cala a boca mano nem cresceu teus peito ainda garota que mlk favelado vai piscar pra tu menina tu mora na capital e mora na parte "riquinha" enfia uma pipa no cu e voa garota;sim
Cala boca vadia olha sua cara de prostituta;sim
pois que se foda entao sua feiosa fica mentindo pq sua vadia corna;sim
Cara todo mundo sabe q vc n eh nem louco Te enfio a porrada;sim
Caralho mano a ruka eh tao boa pra esse cara mas ele eh tao bundao pqp da ate dó dela;sim
